Date (mm/dd/yy),pH, Ammoina (ppm, mg/L), Nitrite (ppm, mg/L), Phoshate (ppm, mg/L)
06/08/16,7.0,.25,0,0
06/15/16,7.0,.25,0,0
06/22/16,7.0,.25,0,0
06/29/16,7.5,.25,0,0


